fc_id,url,claim_short,claim_source,verdict_img,claim,date,categories
unsubstantiated-claims-by-michael-palmer-sucharit-bhakdi-dont-demonstrate-covid-19-vaccines-harm-org.html,https://healthfeedback.org/claimreview/unsubstantiated-claims-by-michael-palmer-sucharit-bhakdi-dont-demonstrate-covid-19-vaccines-harm-organs/,mRNA vaccines cause vascular and organ damage that can lead to death,https://web.archive.org/web/20220830181317/https:/doctors4covidethics.org/vascular-and-organ-damage-induced-by-mrna-vaccines-irrefutable-proof-of-causality/,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"mRNA vaccines travel throughout the body and accumulate in various organs; they induce long-lasting expression of the SARS-CoV-2 spike protein that can lead to autoimmune-like inflammation and cause vascular organ damage, sometimes with deadly outcome",29 Aug. 2022,"[""Fails to grasp significance of observation"", ""Inadequate support"", ""Misrepresents source""]"
unsupported-claim-covid-19-vaccines-anti-spike-antibodies-myocarditis-misrepresented-conclusions-fro.html,https://healthfeedback.org/claimreview/unsupported-claim-covid-19-vaccines-anti-spike-antibodies-myocarditis-misrepresented-conclusions-from-new-england-journal-of-medicine-gateway-pundit/,antibodies that people produce against the coronavirus spike protein may lead to myocarditis,https://archive.md/9rIyg,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,antibodies that people produce against the coronavirus spike protein may lead to myocarditis; spike protein antibody levels are MUCH higher following vaccination than infection. Thus the downstream response to vaccination may be more severe.,26 Nov. 2021,"[""Misrepresents source""]"
unsupported-claim-that-covid-19-vaccines-caused-hundreds-of-serious-reactions-among-military-veteran.html,https://healthfeedback.org/claimreview/unsupported-claim-that-covid-19-vaccines-caused-hundreds-of-serious-reactions-among-military-veterans-misuses-vaers-reports/,COVID-19 vaccines caused 895 serious reactions among military veterans,https://archive.is/8s6B5,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Judicial Watch announced today that it received 75 pages of records from the Department of Veterans Affairs detailing the adverse reactions veterans had to the COVID-19 vaccines. As of April 2021, Veteran’s Health Services reported 895 serious reactions which included: 20 cardiac arrests, 36 strokes, 15 cases of deep vein thrombosis, 10 heart attacks, and 19 pulmonary embolisms''",14 Jul. 2021,"[""Inadequate support"", ""Misleading""]"
unvaccinated-individuals-now-account-for-the-vast-majority-of-covid-19-hospitalizations-and-deaths-i.html,https://healthfeedback.org/claimreview/unvaccinated-individuals-now-account-for-the-vast-majority-of-covid-19-hospitalizations-and-deaths-in-the-u-s-according-to-available-data/,99.2% of U.S. COVID deaths in June were unvaccinated people,https://archive.is/TXfDv,https://healthfeedback.org/wp-content/uploads/tags/HTag_Accurate.png,99.2% of U.S. COVID deaths in June were unvaccinated people,4 Jul. 2021,"[""Accurate""]"
unvaccinated-people-are-more-likely-to-die-of-covid-19-because-they-are-more-vulnerable-to-infection.html,https://healthfeedback.org/claimreview/unvaccinated-people-are-more-likely-to-die-of-covid-19-because-they-are-more-vulnerable-to-infection-and-severe-disease-tomi-lahren/,Both vaccinated and unvaccinated people have over 99% chance of surviving COVID-19,https://archive.is/4Bic6,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Unvaccinated, you can get COVID-19 and have over 99% chance of survival. Get vaccinated and you can still get COVID-19 and will still have over 99% of survival",18 Jul. 2021,"[""Misleading"", ""Lack of context""]"
unvaccinated-people-more-likely-develop-severe-covid-19-die-contrary-germany-data__.html,https://healthfeedback.org/claimreview/unvaccinated-people-more-likely-develop-severe-covid-19-die-contrary-germany-data/,More than 88% of ICU patients in Germany are vaccinated; the COVID-19 vaccines no longer protect against severe disease,https://web.archive.org/web/20221109164109/https://twitter.com/olafgarber/status/1589219377232035840,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Vaccinated represent 88.4% of intensive care patients = so no protection against severe courses; In January 2022, 60% of Covid patients in intensive care units were unvaccinated, now 88.4% are vaccinated. [The Robert Koch Institute] and DIVI (all German intensive care units) report loss of protection against severe disease",6 Nov. 2022,"[""Misleading""]"
unvaccinated-twice-as-likely-to-die-from-covid-19-san-diego-county-vaccines-dont-cause-covid-19-shau.html,https://healthfeedback.org/claimreview/unvaccinated-twice-as-likely-to-die-from-covid-19-san-diego-county-vaccines-dont-cause-covid-19-shaun-frederikson/,67% of the deaths are from the vaccinated; 67% of your COVID deaths that you’re creating are from your virus that you’re putting within these people,https://perma.cc/K6DN-F9M3,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"67% of the deaths are from the vaccinated; You continue to talk about vaccinating our children, yet 67% of your COVID deaths that you’re creating are from your virus that you’re putting within these people",17 Aug. 2022,"[""Misleading"", ""Incorrect""]"
us-cdc-director-didnt-state-that-covid-19-deaths-were-over-counted-her-statements-about-deaths-among.html,https://healthfeedback.org/claimreview/us-cdc-director-didnt-state-that-covid-19-deaths-were-over-counted-her-statements-about-deaths-among-vaccine-breakthrough-cases-were-misinterpreted-jim-hoft-gateway-pundit/,CDC director admits that COVID-19 deaths were over-counted,https://archive.is/Rzgku,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"On Sunday CDC Director Rochelle Walensky finally admitted that ‘many, many hospitals’ were counting COVID deaths to include cases that were not COVID deaths ; CDC Director Finally Admits that COVID Cases are Hugely Over-Counted — Just as Gateway Pundit and Donald Trump Reported in August",17 May 2021,"[""Inaccurate""]"
us-covid-19-death-toll-reached-1-million-in-may-2022-15-million-deaths-worldwide__.html,https://healthfeedback.org/claimreview/us-covid-19-death-toll-reached-1-million-in-may-2022-15-million-deaths-worldwide/,U.S. deaths from COVID-19 hit 1 million,https://www.wisn.com/article/covid-us-death-toll-1-million-cdc/40008417,https://healthfeedback.org/wp-content/uploads/tags/HTag_Accurate.png,U.S. deaths from COVID-19 hit 1 million,16 May 2022,"[""Accurate""]"
using-face-masks-correctly-does-not-increase-the-risk-of-skin-or-oral-infections__.html,https://healthfeedback.org/claimreview/using-face-masks-correctly-does-not-increase-the-risk-of-skin-or-oral-infections/,"Masks are dirty and cause bacterial overgrowth, skin infections, and mask mouth, [which is] a new medical condition caused by wearing masks all day",https://archive.is/OIsHy,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"Masks are dirty and cause bacterial overgrowth, skin infections, and mask mouth, [which is] a new medical condition caused by wearing masks all day",16 Sep. 2020,"[""Incorrect"", ""Unsupported""]"
vaccinated-people-are-less-likely-to-be-hospitalized-due-to-the-delta-variant-compared-to-unvaccinat.html,https://healthfeedback.org/claimreview/vaccinated-people-are-less-likely-to-be-hospitalized-due-to-the-delta-variant-compared-to-unvaccinated-people-contrary-to-chiropractors-claim/,"A Harvard study showed that vaccinated people are twice as likely to get hospitalized as opposed to if they had a natural exposure to the SARS-CoV-2 virus, then got exposed to a Delta variant",https://archive.md/4xFns,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"A Harvard study showed that vaccinated people are twice as likely to get hospitalized as opposed to if they had a natural exposure to the SARS-CoV-2 virus, then got exposed to a Delta variant; Delta Variant Targets Vaxxers",19 Jul. 2021,"[""Misrepresents source""]"
vaccinated-people-are-less-likely-to-die-from-the-delta-variant-of-sars-cov-2-compared-to-unvaccinat.html,https://healthfeedback.org/claimreview/vaccinated-people-are-less-likely-to-die-from-the-delta-variant-of-sars-cov-2-compared-to-unvaccinated-people-viral-claim-misinterpreted-phe-report-we-love-trump/,You are more likely to die from the Delta variant if you have been vaccinated,https://archive.md/eA2ec,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,You are more likely to die from the Delta variant if you have been vaccinated; Delta variant kills more vaccinated than unvaccinated,10 Jul. 2021,"[""Inaccurate"", ""Misleading""]"
vaccinated-people-are-much-more-protected-from-covid-19-than-unvaccinated-individuals-the-benefits-o.html,https://healthfeedback.org/claimreview/vaccinated-people-are-much-more-protected-from-covid-19-than-unvaccinated-individuals-the-benefits-of-the-covid-19-vaccines-outweigh-their-risks/,"Vaccinated people can still get COVID-19, spread COVID-19, die from COVID-19, and could even die from the vaccine",https://archive.is/LklxY,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Vaccinated people can still get COVID-19, spread COVID-19, die from COVID-19, like unvaccinated people. But vaccinated people can potentially die from the vaccine, whereas unvaccinated people won’t run this risk.",26 Jul. 2021,"[""Misleading"", ""Inadequate support""]"
vaccination-does-not-weaken-the-immune-system-against-natural-infection__.html,https://healthfeedback.org/claimreview/vaccination-does-not-weaken-the-immune-system-against-natural-infection/,"With repeated use of vaccines, cell-mediated immunity weakens",https://web.archive.org/web/20190422175206/https://www.newstarget.com/2019-04-19-cdc-admits-measles-outbreak-is-caused-by-people-who-enter-the-united-states.html,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,"There are two principle (sic) parts to the immune system. The first is the humoral response, mediated by T-helper-2 cells which encourage B-cell antibody response for killing viruses outside of cells. The second part takes place in the cell. This part is mediated by T-helper-1 cells which communicate with cytotoxic T cells to kill viruses that are replicating within cells. When vaccines are used, the first part is spurred into hyper-action, but the second part is hardly used, weakened. With repeated use of vaccines, cell-mediated immunity weakens, encouraging viral mutations, and future infections of the cells.",19 Apr. 2019,"[""Incorrect"", ""Misleading""]"
vaccination-enhances-immunity-in-people-who-previously-had-covid-19-little-evidence-for-claim-that-t.html,https://healthfeedback.org/claimreview/vaccination-enhances-immunity-in-people-who-previously-had-covid-19-little-evidence-for-claim-that-the-amish-community-in-lancaster-county-pa-have-herd-immunity/,"All the Amish know we got herd immunity, We all got the Covid, so why would you get a vaccine?",https://web.archive.org/web/20211011054615/https:/fullmeasure.news/news/shows/amish-covid,https://healthfeedback.org/wp-content/uploads/tags/HTag_Unsupported.png,"All the Amish know we got herd immunity, We all got the Covid, so why would you get a vaccine?",10 Oct. 2021,"[""Unsupported"", ""Inaccurate""]"
vaccination-isnt-equal-parasitic-infection-covid-19-mrna-vaccines-dont-hamper-production-of-anti-sar.html,https://healthfeedback.org/claimreview/vaccination-isnt-equal-parasitic-infection-covid-19-mrna-vaccines-dont-hamper-production-of-anti-sars-cov-2-antibodies/,"ALL vaccines, including the seasonal flu shot, contain parasites, mRNA vaccines reduce the amount of anti-spike antibodies",https://perma.cc/XJJ8-2CNQ,https://healthfeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png,"ALL vaccines, including the seasonal flu shot, contain parasites; there is no difference between natural infection and vaccination; mRNA vaccines allow the synthetic mRNA to overwrite and recode the instructions of your natural mRNA, as the number of cells that are making spike proteins increases, the number of cells that are making antibodies to fight against the spike proteins decreases",10 Nov. 2022,"[""Factually inaccurate"", ""Misleading""]"
vaccine-boosters-help-maintain-protection-provided-by-initial-vaccination-boosters-have-been-used-fo.html,https://healthfeedback.org/claimreview/vaccine-boosters-help-maintain-protection-provided-by-initial-vaccination-boosters-have-been-used-for-routine-vaccinations-like-tetanus-and-polio-for-decades/,A COVID-19 booster means that the initial vaccination didn’t work,https://archive.is/bkaPC,https://healthfeedback.org/wp-content/uploads/tags/HTag_Incorrect.png,they are trying to sell a booster [shot] by admitting the first two [shots] didn’t really work as they said it would.,19 Aug. 2021,"[""Incorrect""]"
vaccine-induced-immunity-more-reliable-safer-than-natural-immunity-covid-19-deadlier-than-flu__.html,https://healthfeedback.org/claimreview/vaccine-induced-immunity-more-reliable-safer-than-natural-immunity-covid-19-deadlier-than-flu/,Fauci’s 2004 interview remarks about flu vaccine shows that natural immunity is best for COVID-19,https://archive.ph/btL0I,https://healthfeedback.org/wp-content/uploads/tags/HTag_Misleading.png,"Natural immunity is best for COVID-19; Check out this clip of Dr. Fauci in 2004 talking about the STRENGTH of Natural Immunity.. Fast forward 18 years, what happened to this ‘science?!’ Why does Fauci continue to LIE to the American people?!",1 Apr. 2022,"[""Lack of context"", ""Misleading""]"
